sep=;
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Title: Knovel Critical Tables (2nd Edition)"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Table: Aqueous Acid Dissociation Constants"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"material or substance name";"CAS Registry no.";"molecular formula";"common formula";"molecular weight";"dissociation step";"acid dissociation const., pKA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Phenol, 2-iodo-";"533-58-4";"C6H5IO";"IC6H4OH";"220.008";"I";"8.51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Phenol, 2-methoxy-4-methyl-";"93-51-6";"C8H10O2";"(CH3O)(CH3)C6H3OH";"138.164";"I";"10.06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Phenol, 4-(methylthio)-";"1073-72-9";"C7H8OS";"CH3SC6H4OH";"140.204";"I";"9.53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Phenol, 4-nitro-";"100-02-7";"C6H5NO3";"O2NC6H4OH";"139.109";"I";"7.15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-Phenolsulfonic acid";"";"C6H6O4S";"HOC6H4SO3H";"174.175";"II";"9.07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4-Phenolsulfonic acid";"98-67-9";"C6H6O4S";"HOC6H4SO3H";"174.175";"II";"8.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-phenoxybenzoic acid";"2243-42-7";"C13H10O3";"C6H5OC6H4COOH";"214.22";"I";"3.53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-phenoxybenzoic acid";"3739-38-6";"C13H10O3";"C6H5OC6H4COOH";"214.22";"I";"3.95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Knovel Critical Tables (2nd Edition) © 2008 Knovel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
