sep=;
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Title: Knovel Critical Tables (2nd Edition)"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Table: Aqueous Acid Dissociation Constants"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"material or substance name";"CAS Registry no.";"molecular formula";"common formula";"molecular weight";"dissociation step";"acid dissociation const., pKA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"acetic acid ";"64-19-7";"C2H4O2";"CH3COOH";"60.0524";"I";"4.75";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Acetic acid, cyano-";"372-09-8";"C3H3NO2";"CNCH2COOH";"85.061";"I";"2.47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Acetic acid, mercapto-";"1968-11-01";"C2H4O2S";"HSCH2COOH";"92.1124";"I";"3.68";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Acetic acid, mercapto-";"1968-11-01";"C2H4O2S";"HSCH2COOH";"92.1124";"II";"10.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Acetic acid, methoxy-";"625-45-6";"C3H6O3";"CH3OCH2COOH";"90.078";"I";"3.57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Acetic acid, p-chlorophenyl-";"1878-66-6";"C8H7ClO2";"ClC6H4CH2COOH";"170.593";"I";"4.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"acetoacetic acid";"541-50-4";"C4H6O3";"CH3COCH2COOH";"102.09";"I";"3.58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"acetoacetic acid";"541-50-4";"C4H6O3";"CH3COCH2COOH";"102.09";"II";"12.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"acetone oxime";"127-06-0";"C3H7NO";"(CH3)2CNOH";"73.0944";"I";"12.42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Acetyl nitrate";"591-09-3";"C2H3NO4";"O2NCH2COOH";"105.05";"I";"2.26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"l-a-chloropropionic acid";"29617-66-1";"C3H5ClO2";"CH3CHClCOOH";"108.524";"I";"2.83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"acrylic acid";"1979-10-07";"C3H4O2";"C3O2H4";"72.0634";"I";"4.26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"adipic acid";"124-04-9";"C6H10O4";"C6O4H10";"146.143";"I";"4.42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"adipic acid";"124-04-9";"C6H10O4";"C6O4H10";"146.143";"II";"5.28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"alanine";"56-41-7";"C3H7NO2";"CH3CH(NH2)COOH";"89.0938";"I";"9.87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ß-alanine";"";"C3H7NO2";"H2NCH2CH2COOH";"89.093";"I";"10.24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"alanine";"56-41-7";"C3H7NO2";"CH3CH(NH2)COOH";"89.0938";"I";"9.87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"allantoin";"97-59-6";"C4H6N4O3";"C4N4O3H6";"158.117";"I";"8.96";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"alloxan";"3237-50-1";"C4H4N2O5";"C4N2O5H4";"160.086";"I";"6.64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-allylpropanoic acid";"";"C5H8O2";"CH2CH(CH2)2COOH";"100.116";"I";"4.72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"aminoacetic acid";"56-40-6";"C2H5NO2";"NH2CH2COOH";"75.067";"I";"9.78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"aminoacetic acid";"56-40-6";"C2H5NO2";"H2NCH2COOH";"75.067";"I";"9.88";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"m-Aminobenzoic acid";"1999-05-08";"C7H7NO2";"C7H7NO2";"184.128";"I";"4.74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"p-Aminobenzoic acid";"150-13-0";"C7H7NO2";"C7H7NO2";"184.128";"I";"4.85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-aminobenzoic acid";"118-92-3";"C7H7NO2";"H2NC6H4COOH";"137.138";"I";"4.95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4-aminobutanoic acid";"1956-12-02";"C4H9NO2";"H2N(CH2)3COOH";"103.121";"I";"10.56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-aminophenol";"95-55-6";"C6H7NO";"H2NC6H4OH";"109.127";"I";"9.71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-aminophenol";"591-27-5";"C6H7NO";"H2NC6H4OH";"109.127";"I";"9.87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"p-Aminophenol";"123-30-8";"C6H7NO";"H2NC6H4OH";"109.126";"I";"10.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-aminopropanoic acid";"107-95-9";"C3H7NO2";"NH2(CH2)2COOH";"89.0938";"I";"10.23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Aniline";"62-53-3";"C6H7N";"C6H5NH2";"93.127";"I";"27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"o-anisic acid";"579-75-9";"C8H8O3";"CH3OC6H4COOH";"152.149";"I";"4.49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"o-anisic acid";"579-75-9";"C8H8O3";"CH3OC6H4COOH";"152.149";"I";"4.09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"m-anisic acid";"586-38-9";"C8H8O3";"CH3OC6H4COOH";"152.149";"I";"4.09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"anthranilic acid, methyl ester";"134-20-3";"C8H9NO2";"CH3NHC6H4COOH";"151.165";"I";"5.34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"antimonic acid";"";"H7O6Sb";"H[Sb(OH)6]";"224.802";"I";"4.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"L(+)-α-phenylglycine";"2935-35-5";"C8H9NO2";"C6H5NHCH2COOH";"151.165";"I";"4.42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"L-Arginine";"74-79-3";"C6H14N4O2";"C6H14N4O2";"171.179";"I";"12.48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Arsenic acid ";"7778 -39 -4";"H3AsO4";"H3AsO4";"141.943";"I";"2.22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Arsenic acid ";"7778 -39 -4";"H3AsO4";"H3AsO4";"141.943";"II";"6.98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Arsenic acid ";"7778 -39 -4";"H3AsO4";"H3AsO4";"141.943";"III";"11.53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
