sep=;
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Title: Knovel Critical Tables (2nd Edition)"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Table: Aqueous Acid Dissociation Constants"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"material or substance name";"CAS Registry no.";"molecular formula";"common formula";"molecular weight";"dissociation step";"acid dissociation const., pKA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"chloroacetic acid";"1979-11-08";"C2H3ClO2";"ClCH2COOH";"94.4975";"I";"2.86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"p-chlorobenzoic acid";"1974-11-03";"C7H5ClO2";"ClC6H4COOH";"156.568";"I";"3.99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"o-chlorocinnamic acid";"3752-25-8";"C9H7ClO2";"ClC6H4CHCHCOOH";"182.606";"I";"4.23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"m-chlorocinnamic acid";"1866-38-2";"C9H7ClO2";"ClC6H4CHCHCOOH";"182.606";"I";"4.29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"p-chlorocinnamic acid";"1615-02-7";"C9H7ClO2";"ClC6H4CHCHCOOH";"182.606";"I";"4.41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"chloromalonic acid";"600-33-9";"C3H3ClO4";"ClCH(COOH)2";"138.507";"I";"1.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"o-chlorophenol";"95-57-8";"C6H5ClO";"ClC6H4OH";"128.558";"I";"8.48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"m-chlorophenol";"108-43-0";"C6H5ClO";"ClC6H4OH";"128.558";"I";"9.02";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"p-chlorophenol";"106-48-9";"C6H5ClO";"ClC6H4OH";"128.558";"I";"9.38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-Chlorophenoxacetic acid";"614-61-9";"C8H7ClO3";"ClC6H4OCH2COOH";"186.592";"I";"3.05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-chlorophenoxyacetic acid";"588-32-9";"C8H7ClO3";"ClC6H4OCH2COOH";"186.592";"I";"3.07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"p-chlorophenoxyacetic acid";"122-88-3";"C8H7ClO3";"ClC6H4OCH2COOH";"186.594";"I";"3.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"o-chlorophenylacetic acid";"2444-36-2";"C8H7ClO2";"ClC6H4CH2COOH";"170.593";"I";"4.07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-chlorophenylacetic acid";"1878-65-5";"C8H7ClO2";"ClC6H4CH2COOH";"170.595";"I";"4.14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-(2-Chlorophenyl)propionic acid";"1643-28-3";"C9H9ClO2";"ClC6H4(CH2)2COOH";"184.619";"I";"4.58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-(4-Chlorophenyl)propionic acid";"2019-34-3";"C9H9ClO2";"ClC6H4(CH2)2COOH";"184.619";"I";"4.61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3(m-chlorphenyl)propinoic acid";"";"C9H9ClO2";"ClC6H4(CH2)2COOH";"184.619";"I";"4.59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"chromic acid";"7738-94-5";"H2CrO4";"H2CrO4";"118.009";"I";"0.98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"chromic acid";"7738-94-5";"H2CrO4";"H2CrO4";"118.009";"II";"6.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"chromotropic acid";"148-25-4";"C10H10O8S2";"C10H6(OH)2(SO3H)2";"322.304";"I";"5.36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"chromotropic acid";"148-25-4";"C10H10O8S2";"C10H6(OH)2(SO3H)2";"322.304";"II";"15.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"citraconic acid";"498-23-7";"C5H6O4";"HOOCC(CH3)CHCOOH";"130.1";"I";"2.29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"citraconic acid";"498-23-7";"C5H6O4";"HOOCC(CH3)CHCOOH";"130.1";"II";"6.15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Codeine";"76-57-3";"C18H21NO3";"C18H21NO3";"282.362";"I";"8.17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"cresol";"95-48-7";"C7H8O";"CH3C6H4OH";"108.14";"I";"10.29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"m-cresol";"108-39-4";"C7H8O";"CH3C6H4OH";"108.14";"I";"10.09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"p-cresol";"106-44-5";"C7H8O";"CH3C6H4OH";"108.14";"I";"10.26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"cumic acid";"536-66-3";"C10H12O2";"(CH3)2CHC6H4COOH";"164.204";"I";"4.35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"m-cyanobenzoic acid";"1877-72-1";"C8H5NO2";"CNC6H4COOH";"147.133";"I";"3.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4-cyanobenzoic acid";"619-65-8";"C8H5NO2";"CNC6H4COOH";"147.133";"I";"3.55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-cyanopropanoic acid";"";"C4H5NO2";"CH3CH(CN)COOH";"99.088";"I";"3.99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-cyanopropanoic acid";"";"C4H5NO2";"CN(CH2)2COOH";"99.088";"I";"4.44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cyclobutane carboxylic acid";"3721-95-7";"C5H8O2";"C4H7COOH";"100.116";"I";"4.79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1,1-Cyclobutanedicarboxylic acid";"5445-51-2";"C6H8O4";"C4H6(COOH)2";"144.125";"I";"4.12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cyclohexane-1,1-dicarboxylic acid";"1127-08-8";"C8H12O4";"C6H10(COOH)2";"172.178";"I";"4.45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1,2-Cyclohexanedicarboxylic acid, cis-";"610-09-3";"C8H12O4";"C6H10(COOH)2";"172.178";"I";"4.34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1,2-Cyclohexanedicarboxylic acid, cis-";"610-09-3";"C8H12O4";"C6H10(COOH)2";"172.178";"II";"6.77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1,2-Cyclohexanedicarboxylic acid, trans-";"2305-32-0";"C8H12O4";"C6H10(COOH)2";"172.178";"I";"4.13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
