sep=;
"4-methylvaleric acid";"646-07-1";"C6H12O2";"(CH3)2CHCH2CH2COOH";"116.16";"I";"4.85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"molybdic acid";"7782-91-4";"H2MoO4";"H2MoO4";"161.953";"I";"2.54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"molybdic acid";"7782-91-4";"H2MoO4";"H2MoO4";"161.953";"II";"3.86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"mucic acid";"526-99-8";"C6H10O8";"HOOC(CHOH)4COOH";"210.14";"I";"3.21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-naphthalenecarboxylic acid";"1993-09-04";"C11H8O2";"C10H7COOH";"172.183";"I";"4.16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"b-naphthalenesulfonic acid";"120-18-3";"C10H8O3S";"C10H7SO3H";"208.231";"I";"0.57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1-naphthoic acid";"86-55-5";"C11H8O2";"C10H7COOH";"172.183";"I";"3.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"α-naphthol";"90-15-3";"C10H8O";"C10H7OH";"144.173";"I";"9.85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"β-naphthol";"135-19-3";"C10H8O";"C10H7OH";"144.173";"I";"9.63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Niacin";"59-67-6";"C6H5NO2";"HOOCC5H4N";"123.109";"I";"4.81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"nitric amide";"7782-94-7";"H2N2O2";"H2N2O2";"62.0281";"I";"7.21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Knovel Critical Tables (2nd Edition) © 2008 Knovel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
